correctAns,imagePath,sphereColor,n,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_mean,key_resp_2.rt_raw,key_resp_2.rt_std,order
f,imagesDK/025-red.jpg,red,1.0,0.0,0.0,0.0,'j',0.801474630833,0.8014746308326721,0.0,13.0
f,imagesDK/025-green.jpg,green,1.0,0.0,0.0,0.0,'j',0.483725011349,0.48372501134872437,0.0,10.0
f,imagesDK/025-purple.jpg,purple,1.0,0.0,0.0,0.0,'j',0.500528872013,0.500528872013092,0.0,12.0
f,imagesDK/2550-blue.jpg,blue,1.0,0.0,0.0,0.0,'j',0.499748796225,0.4997487962245941,0.0,3.0
f,imagesDK/2550-red.jpg,red,1.0,0.0,0.0,0.0,'j',0.483440339565,0.4834403395652771,0.0,4.0
f,imagesDK/2550-green.jpg,green,1.0,0.0,0.0,0.0,'j',0.5044080019,0.5044080018997192,0.0,9.0
f,imagesDK/2550-purple.jpg,purple,1.0,0.0,0.0,0.0,'j',1.65768504143,1.6576850414276123,0.0,0.0
j,imagesDK/5075-blue.jpg,blue,1.0,1.0,1.0,0.0,'j',0.500226855278,0.5002268552780151,0.0,11.0
j,imagesDK/5075-red.jpg,red,1.0,1.0,1.0,0.0,'j',4.51474285126,4.514742851257324,0.0,14.0
j,imagesDK/5075-green.jpg,green,1.0,1.0,1.0,0.0,'j',0.500248491764,0.5002484917640686,0.0,8.0
j,imagesDK/5075-purple.jpg,purple,1.0,1.0,1.0,0.0,'j',0.49899956584,0.49899956583976746,0.0,1.0
j,imagesDK/75-blue.jpg,blue,1.0,1.0,1.0,0.0,'j',0.501041471958,0.5010414719581604,0.0,2.0
j,imagesDK/75-red.jpg,red,1.0,1.0,1.0,0.0,'j',0.500071823597,0.5000718235969543,0.0,6.0
j,imagesDK/75-green.jpg,green,1.0,1.0,1.0,0.0,'j',0.501147925854,0.5011479258537292,0.0,5.0
j,imagesDK/75-purple.jpg,purple,1.0,1.0,1.0,0.0,'j',0.602069795132,0.6020697951316833,0.0,7.0

extraInfo
date,2016_Jul_14_1314
frameRate,59.9534928909
expName,gloopPresentation
session,001
participant,s999
