correctAns,imagePath,sphereColor,n,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_mean,key_resp_2.rt_raw,key_resp_2.rt_std,order
f,imagesDK/025-red.jpg,red,1.0,0.0,0.0,0.0,'j',0.50064766407,0.5006476640701294,0.0,5.0
f,imagesDK/025-green.jpg,green,1.0,0.0,0.0,0.0,'j',0.499455481768,0.4994554817676544,0.0,2.0
f,imagesDK/025-purple.jpg,purple,1.0,0.0,0.0,0.0,'j',0.500808119774,0.5008081197738647,0.0,14.0
f,imagesDK/2550-blue.jpg,blue,1.0,0.0,0.0,0.0,'j',0.501172780991,0.5011727809906006,0.0,7.0
f,imagesDK/2550-red.jpg,red,1.0,0.0,0.0,0.0,'j',0.501453101635,0.5014531016349792,0.0,3.0
f,imagesDK/2550-green.jpg,green,1.0,0.0,0.0,0.0,'j',0.500057280064,0.5000572800636292,0.0,8.0
f,imagesDK/2550-purple.jpg,purple,1.0,0.0,0.0,0.0,'j',0.567354738712,0.5673547387123108,0.0,1.0
j,imagesDK/5075-blue.jpg,blue,1.0,1.0,1.0,0.0,'j',0.500853478909,0.5008534789085388,0.0,9.0
j,imagesDK/5075-red.jpg,red,1.0,1.0,1.0,0.0,'j',1.68744647503,1.6874464750289917,0.0,0.0
j,imagesDK/5075-green.jpg,green,1.0,1.0,1.0,0.0,'j',0.500247955322,0.5002479553222656,0.0,10.0
j,imagesDK/5075-purple.jpg,purple,1.0,1.0,1.0,0.0,'j',0.499820649624,0.49982064962387085,0.0,12.0
j,imagesDK/75-blue.jpg,blue,1.0,1.0,1.0,0.0,'j',0.500237166882,0.5002371668815613,0.0,6.0
j,imagesDK/75-red.jpg,red,1.0,1.0,1.0,0.0,'j',0.50072491169,0.5007249116897583,0.0,11.0
j,imagesDK/75-green.jpg,green,1.0,1.0,1.0,0.0,'j',0.500287353992,0.5002873539924622,0.0,4.0
j,imagesDK/75-purple.jpg,purple,1.0,1.0,1.0,0.0,'j',0.500983715057,0.500983715057373,0.0,13.0

extraInfo
date,2016_Jul_14_1218
frameRate,59.8142098747
expName,gloopPresentation
session,001
participant,s999
